Comunidades y Ciudades Autónomas;Tamaño de los municipios;Periodo;Total
10 Comunitat Valenciana;De 2.001 a 5.000 ;2006;264.235
10 Comunitat Valenciana;De 2.001 a 5.000 ;2005;252.402
10 Comunitat Valenciana;De 2.001 a 5.000 ;2004;233.582
10 Comunitat Valenciana;De 2.001 a 5.000 ;2003;220.703
10 Comunitat Valenciana;De 2.001 a 5.000 ;2002;231.703
10 Comunitat Valenciana;De 2.001 a 5.000 ;2001;238.589
10 Comunitat Valenciana;De 2.001 a 5.000 ;2000;240.849
10 Comunitat Valenciana;De 2.001 a 5.000 ;1999;230.286
10 Comunitat Valenciana;De 2.001 a 5.000 ;1998;241.337
10 Comunitat Valenciana;De 2.001 a 5.000 ;1997;""
10 Comunitat Valenciana;De 2.001 a 5.000 ;1996;238.418
10 Comunitat Valenciana;De 5.001 a 10.000 ;2021;416.810
10 Comunitat Valenciana;De 5.001 a 10.000 ;2020;421.523
10 Comunitat Valenciana;De 5.001 a 10.000 ;2019;405.482
10 Comunitat Valenciana;De 5.001 a 10.000 ;2018;420.768
10 Comunitat Valenciana;De 5.001 a 10.000 ;2017;428.296
10 Comunitat Valenciana;De 5.001 a 10.000 ;2016;423.267
10 Comunitat Valenciana;De 5.001 a 10.000 ;2015;426.808
10 Comunitat Valenciana;De 5.001 a 10.000 ;2014;418.172
10 Comunitat Valenciana;De 5.001 a 10.000 ;2013;420.036
10 Comunitat Valenciana;De 5.001 a 10.000 ;2012;421.909
10 Comunitat Valenciana;De 5.001 a 10.000 ;2011;410.644
10 Comunitat Valenciana;De 5.001 a 10.000 ;2010;400.985
10 Comunitat Valenciana;De 5.001 a 10.000 ;2009;392.247
10 Comunitat Valenciana;De 5.001 a 10.000 ;2008;399.453
10 Comunitat Valenciana;De 5.001 a 10.000 ;2007;383.267
10 Comunitat Valenciana;De 5.001 a 10.000 ;2006;372.062
10 Comunitat Valenciana;De 5.001 a 10.000 ;2005;366.081
10 Comunitat Valenciana;De 5.001 a 10.000 ;2004;372.803
10 Comunitat Valenciana;De 5.001 a 10.000 ;2003;383.224
10 Comunitat Valenciana;De 5.001 a 10.000 ;2002;362.891
10 Comunitat Valenciana;De 5.001 a 10.000 ;2001;353.188
10 Comunitat Valenciana;De 5.001 a 10.000 ;2000;350.311
10 Comunitat Valenciana;De 5.001 a 10.000 ;1999;360.255
10 Comunitat Valenciana;De 5.001 a 10.000 ;1998;346.959
10 Comunitat Valenciana;De 5.001 a 10.000 ;1997;""
10 Comunitat Valenciana;De 5.001 a 10.000 ;1996;368.932
10 Comunitat Valenciana;De 10.001 a 20.000 ;2021;497.897
10 Comunitat Valenciana;De 10.001 a 20.000 ;2020;485.484
10 Comunitat Valenciana;De 10.001 a 20.000 ;2019;481.329
10 Comunitat Valenciana;De 10.001 a 20.000 ;2018;456.773
10 Comunitat Valenciana;De 10.001 a 20.000 ;2017;463.312
10 Comunitat Valenciana;De 10.001 a 20.000 ;2016;478.599
10 Comunitat Valenciana;De 10.001 a 20.000 ;2015;461.278
10 Comunitat Valenciana;De 10.001 a 20.000 ;2014;472.806
10 Comunitat Valenciana;De 10.001 a 20.000 ;2013;505.430
10 Comunitat Valenciana;De 10.001 a 20.000 ;2012;507.943
10 Comunitat Valenciana;De 10.001 a 20.000 ;2011;516.620
10 Comunitat Valenciana;De 10.001 a 20.000 ;2010;535.007
10 Comunitat Valenciana;De 10.001 a 20.000 ;2009;531.152
10 Comunitat Valenciana;De 10.001 a 20.000 ;2008;580.718
10 Comunitat Valenciana;De 10.001 a 20.000 ;2007;570.991
10 Comunitat Valenciana;De 10.001 a 20.000 ;2006;583.585
10 Comunitat Valenciana;De 10.001 a 20.000 ;2005;611.840
10 Comunitat Valenciana;De 10.001 a 20.000 ;2004;623.412
10 Comunitat Valenciana;De 10.001 a 20.000 ;2003;630.644
10 Comunitat Valenciana;De 10.001 a 20.000 ;2002;615.033
10 Comunitat Valenciana;De 10.001 a 20.000 ;2001;655.207
10 Comunitat Valenciana;De 10.001 a 20.000 ;2000;640.648
10 Comunitat Valenciana;De 10.001 a 20.000 ;1999;616.498
10 Comunitat Valenciana;De 10.001 a 20.000 ;1998;604.717
10 Comunitat Valenciana;De 10.001 a 20.000 ;1997;""
10 Comunitat Valenciana;De 10.001 a 20.000 ;1996;545.106
10 Comunitat Valenciana;De 20.001 a 50.000 ;2021;1.399.405
10 Comunitat Valenciana;De 20.001 a 50.000 ;2020;1.395.977
10 Comunitat Valenciana;De 20.001 a 50.000 ;2019;1.379.373
10 Comunitat Valenciana;De 20.001 a 50.000 ;2018;1.366.464
10 Comunitat Valenciana;De 20.001 a 50.000 ;2017;1.340.390
10 Comunitat Valenciana;De 20.001 a 50.000 ;2016;1.341.239
10 Comunitat Valenciana;De 20.001 a 50.000 ;2015;1.365.536
10 Comunitat Valenciana;De 20.001 a 50.000 ;2014;1.370.826
10 Comunitat Valenciana;De 20.001 a 50.000 ;2013;1.401.376
10 Comunitat Valenciana;De 20.001 a 50.000 ;2012;1.403.308
10 Comunitat Valenciana;De 20.001 a 50.000 ;2011;1.397.435
10 Comunitat Valenciana;De 20.001 a 50.000 ;2010;1.373.476
10 Comunitat Valenciana;De 20.001 a 50.000 ;2009;1.366.274
10 Comunitat Valenciana;De 20.001 a 50.000 ;2008;1.268.523
10 Comunitat Valenciana;De 20.001 a 50.000 ;2007;1.291.325
10 Comunitat Valenciana;De 20.001 a 50.000 ;2006;1.229.107
10 Comunitat Valenciana;De 20.001 a 50.000 ;2005;1.139.117
10 Comunitat Valenciana;De 20.001 a 50.000 ;2004;1.047.854
10 Comunitat Valenciana;De 20.001 a 50.000 ;2003;1.039.656
10 Comunitat Valenciana;De 20.001 a 50.000 ;2002;987.769
10 Comunitat Valenciana;De 20.001 a 50.000 ;2001;884.261
10 Comunitat Valenciana;De 20.001 a 50.000 ;2000;849.702
10 Comunitat Valenciana;De 20.001 a 50.000 ;1999;883.544
10 Comunitat Valenciana;De 20.001 a 50.000 ;1998;867.774
10 Comunitat Valenciana;De 20.001 a 50.000 ;1997;""
10 Comunitat Valenciana;De 20.001 a 50.000 ;1996;882.090
10 Comunitat Valenciana;De 50.001 a 100.000 ;2021;751.020
10 Comunitat Valenciana;De 50.001 a 100.000 ;2020;754.028
10 Comunitat Valenciana;De 50.001 a 100.000 ;2019;743.467
10 Comunitat Valenciana;De 50.001 a 100.000 ;2018;736.577
10 Comunitat Valenciana;De 50.001 a 100.000 ;2017;733.991
10 Comunitat Valenciana;De 50.001 a 100.000 ;2016;737.993
10 Comunitat Valenciana;De 50.001 a 100.000 ;2015;747.769
10 Comunitat Valenciana;De 50.001 a 100.000 ;2014;752.965
10 Comunitat Valenciana;De 50.001 a 100.000 ;2013;677.801
10 Comunitat Valenciana;De 50.001 a 100.000 ;2012;677.914
10 Comunitat Valenciana;De 50.001 a 100.000 ;2011;674.035
10 Comunitat Valenciana;De 50.001 a 100.000 ;2010;671.451
10 Comunitat Valenciana;De 50.001 a 100.000 ;2009;666.905
10 Comunitat Valenciana;De 50.001 a 100.000 ;2008;658.558
10 Comunitat Valenciana;De 50.001 a 100.000 ;2007;634.475
10 Comunitat Valenciana;De 50.001 a 100.000 ;2006;622.856
10 Comunitat Valenciana;De 50.001 a 100.000 ;2005;603.823
10 Comunitat Valenciana;De 50.001 a 100.000 ;2004;570.680
10 Comunitat Valenciana;De 50.001 a 100.000 ;2003;515.171
10 Comunitat Valenciana;De 50.001 a 100.000 ;2002;493.115
10 Comunitat Valenciana;De 50.001 a 100.000 ;2001;467.054
10 Comunitat Valenciana;De 50.001 a 100.000 ;2000;450.377
10 Comunitat Valenciana;De 50.001 a 100.000 ;1999;395.326
10 Comunitat Valenciana;De 50.001 a 100.000 ;1998;391.180
10 Comunitat Valenciana;De 50.001 a 100.000 ;1997;""
10 Comunitat Valenciana;De 50.001 a 100.000 ;1996;390.125
10 Comunitat Valenciana;De 100.001 a 500.000 ;2021;744.098
10 Comunitat Valenciana;De 100.001 a 500.000 ;2020;746.511
10 Comunitat Valenciana;De 100.001 a 500.000 ;2019;739.132
10 Comunitat Valenciana;De 100.001 a 500.000 ;2018;733.090
10 Comunitat Valenciana;De 100.001 a 500.000 ;2017;728.161
10 Comunitat Valenciana;De 100.001 a 500.000 ;2016;729.174
10 Comunitat Valenciana;De 100.001 a 500.000 ;2015;727.629
10 Comunitat Valenciana;De 100.001 a 500.000 ;2014;734.555
10 Comunitat Valenciana;De 100.001 a 500.000 ;2013;850.666
10 Comunitat Valenciana;De 100.001 a 500.000 ;2012;849.189
10 Comunitat Valenciana;De 100.001 a 500.000 ;2011;846.933
10 Comunitat Valenciana;De 100.001 a 500.000 ;2010;847.021
10 Comunitat Valenciana;De 100.001 a 500.000 ;2009;846.666
10 Comunitat Valenciana;De 100.001 a 500.000 ;2008;839.403
10 Comunitat Valenciana;De 100.001 a 500.000 ;2007;717.719
10 Comunitat Valenciana;De 100.001 a 500.000 ;2006;713.573
10 Comunitat Valenciana;De 100.001 a 500.000 ;2005;701.972
10 Comunitat Valenciana;De 100.001 a 500.000 ;2004;682.857
10 Comunitat Valenciana;De 100.001 a 500.000 ;2003;673.788
10 Comunitat Valenciana;De 100.001 a 500.000 ;2002;648.585
10 Comunitat Valenciana;De 100.001 a 500.000 ;2001;627.996
10 Comunitat Valenciana;De 100.001 a 500.000 ;2000;614.962
10 Comunitat Valenciana;De 100.001 a 500.000 ;1999;605.318
10 Comunitat Valenciana;De 100.001 a 500.000 ;1998;601.886
10 Comunitat Valenciana;De 100.001 a 500.000 ;1997;""
10 Comunitat Valenciana;De 100.001 a 500.000 ;1996;601.966
10 Comunitat Valenciana;Más de 500.000 ;2021;789.744
10 Comunitat Valenciana;Más de 500.000 ;2020;800.215
10 Comunitat Valenciana;Más de 500.000 ;2019;794.288
10 Comunitat Valenciana;Más de 500.000 ;2018;791.413
10 Comunitat Valenciana;Más de 500.000 ;2017;787.808
10 Comunitat Valenciana;Más de 500.000 ;2016;790.201
10 Comunitat Valenciana;Más de 500.000 ;2015;786.189
10 Comunitat Valenciana;Más de 500.000 ;2014;786.424
10 Comunitat Valenciana;Más de 500.000 ;2013;792.303
10 Comunitat Valenciana;Más de 500.000 ;2012;797.028
10 Comunitat Valenciana;Más de 500.000 ;2011;798.033
10 Comunitat Valenciana;Más de 500.000 ;2010;809.267
10 Comunitat Valenciana;Más de 500.000 ;2009;814.208
10 Comunitat Valenciana;Más de 500.000 ;2008;807.200
10 Comunitat Valenciana;Más de 500.000 ;2007;797.654
10 Comunitat Valenciana;Más de 500.000 ;2006;805.304
10 Comunitat Valenciana;Más de 500.000 ;2005;796.549
10 Comunitat Valenciana;Más de 500.000 ;2004;785.732
10 Comunitat Valenciana;Más de 500.000 ;2003;780.653
10 Comunitat Valenciana;Más de 500.000 ;2002;761.871
10 Comunitat Valenciana;Más de 500.000 ;2001;746.612
10 Comunitat Valenciana;Más de 500.000 ;2000;739.014
10 Comunitat Valenciana;Más de 500.000 ;1999;739.412
10 Comunitat Valenciana;Más de 500.000 ;1998;739.412
10 Comunitat Valenciana;Más de 500.000 ;1997;""
10 Comunitat Valenciana;Más de 500.000 ;1996;746.683
11 Extremadura;Total;2021;1.059.501
11 Extremadura;Total;2020;1.063.987
11 Extremadura;Total;2019;1.067.710
11 Extremadura;Total;2018;1.072.863
11 Extremadura;Total;2017;1.079.920
11 Extremadura;Total;2016;1.087.778
11 Extremadura;Total;2015;1.092.997
11 Extremadura;Total;2014;1.099.632
11 Extremadura;Total;2013;1.104.004
11 Extremadura;Total;2012;1.108.130
11 Extremadura;Total;2011;1.109.367
11 Extremadura;Total;2010;1.107.220
11 Extremadura;Total;2009;1.102.410
11 Extremadura;Total;2008;1.097.744
11 Extremadura;Total;2007;1.089.990
11 Extremadura;Total;2006;1.086.373
11 Extremadura;Total;2005;1.083.879
11 Extremadura;Total;2004;1.075.286
11 Extremadura;Total;2003;1.073.904
11 Extremadura;Total;2002;1.073.050
11 Extremadura;Total;2001;1.073.381
11 Extremadura;Total;2000;1.069.420
11 Extremadura;Total;1999;1.073.574
11 Extremadura;Total;1998;1.069.419
11 Extremadura;Total;1997;""
11 Extremadura;Total;1996;1.070.244
11 Extremadura;Menos de 101 ;2021;686
11 Extremadura;Menos de 101 ;2020;674
11 Extremadura;Menos de 101 ;2019;774
11 Extremadura;Menos de 101 ;2018;813
11 Extremadura;Menos de 101 ;2017;758
11 Extremadura;Menos de 101 ;2016;550
11 Extremadura;Menos de 101 ;2015;562
11 Extremadura;Menos de 101 ;2014;468
11 Extremadura;Menos de 101 ;2013;386
11 Extremadura;Menos de 101 ;2012;309
11 Extremadura;Menos de 101 ;2011;315
11 Extremadura;Menos de 101 ;2010;519
11 Extremadura;Menos de 101 ;2009;523
11 Extremadura;Menos de 101 ;2008;438
11 Extremadura;Menos de 101 ;2007;450
11 Extremadura;Menos de 101 ;2006;339
11 Extremadura;Menos de 101 ;2005;338
11 Extremadura;Menos de 101 ;2004;348
11 Extremadura;Menos de 101 ;2003;263
11 Extremadura;Menos de 101 ;2002;75
11 Extremadura;Menos de 101 ;2001;71
11 Extremadura;Menos de 101 ;2000;73
11 Extremadura;Menos de 101 ;1999;56
11 Extremadura;Menos de 101 ;1998;137
11 Extremadura;Menos de 101 ;1997;""
11 Extremadura;Menos de 101 ;1996;34
11 Extremadura;De 101 a 500 ;2021;34.826
11 Extremadura;De 101 a 500 ;2020;33.949
11 Extremadura;De 101 a 500 ;2019;34.372
11 Extremadura;De 101 a 500 ;2018;34.000
11 Extremadura;De 101 a 500 ;2017;34.346
11 Extremadura;De 101 a 500 ;2016;32.650
11 Extremadura;De 101 a 500 ;2015;31.877
11 Extremadura;De 101 a 500 ;2014;32.215
11 Extremadura;De 101 a 500 ;2013;33.196
11 Extremadura;De 101 a 500 ;2012;33.599
11 Extremadura;De 101 a 500 ;2011;31.973
11 Extremadura;De 101 a 500 ;2010;30.655
11 Extremadura;De 101 a 500 ;2009;30.297
11 Extremadura;De 101 a 500 ;2008;30.140
11 Extremadura;De 101 a 500 ;2007;29.479
11 Extremadura;De 101 a 500 ;2006;29.860
11 Extremadura;De 101 a 500 ;2005;29.133
11 Extremadura;De 101 a 500 ;2004;27.245
11 Extremadura;De 101 a 500 ;2003;26.719
11 Extremadura;De 101 a 500 ;2002;27.774
11 Extremadura;De 101 a 500 ;2001;26.810
11 Extremadura;De 101 a 500 ;2000;26.978
11 Extremadura;De 101 a 500 ;1999;26.193
11 Extremadura;De 101 a 500 ;1998;26.199
11 Extremadura;De 101 a 500 ;1997;""
11 Extremadura;De 101 a 500 ;1996;25.631
11 Extremadura;De 501 a 1.000;2021;68.479
11 Extremadura;De 501 a 1.000;2020;69.730
11 Extremadura;De 501 a 1.000;2019;69.612
11 Extremadura;De 501 a 1.000;2018;70.863
11 Extremadura;De 501 a 1.000;2017;70.661
11 Extremadura;De 501 a 1.000;2016;69.249
11 Extremadura;De 501 a 1.000;2015;69.637
11 Extremadura;De 501 a 1.000;2014;69.333
11 Extremadura;De 501 a 1.000;2013;69.284
11 Extremadura;De 501 a 1.000;2012;68.129
11 Extremadura;De 501 a 1.000;2011;66.139
11 Extremadura;De 501 a 1.000;2010;69.407
11 Extremadura;De 501 a 1.000;2009;67.370
11 Extremadura;De 501 a 1.000;2008;68.452
11 Extremadura;De 501 a 1.000;2007;68.000
11 Extremadura;De 501 a 1.000;2006;66.248
11 Extremadura;De 501 a 1.000;2005;67.869
11 Extremadura;De 501 a 1.000;2004;70.839
11 Extremadura;De 501 a 1.000;2003;69.487
11 Extremadura;De 501 a 1.000;2002;68.524
11 Extremadura;De 501 a 1.000;2001;67.923
11 Extremadura;De 501 a 1.000;2000;70.028
11 Extremadura;De 501 a 1.000;1999;70.270
11 Extremadura;De 501 a 1.000;1998;67.282
11 Extremadura;De 501 a 1.000;1997;""
11 Extremadura;De 501 a 1.000;1996;68.361
11 Extremadura;De 1.001 a 2.000 ;2021;118.935
11 Extremadura;De 1.001 a 2.000 ;2020;115.550
11 Extremadura;De 1.001 a 2.000 ;2019;117.868
11 Extremadura;De 1.001 a 2.000 ;2018;113.216
11 Extremadura;De 1.001 a 2.000 ;2017;114.688
11 Extremadura;De 1.001 a 2.000 ;2016;119.336
11 Extremadura;De 1.001 a 2.000 ;2015;115.883
11 Extremadura;De 1.001 a 2.000 ;2014;117.783
11 Extremadura;De 1.001 a 2.000 ;2013;117.550
11 Extremadura;De 1.001 a 2.000 ;2012;119.686
11 Extremadura;De 1.001 a 2.000 ;2011;117.695
11 Extremadura;De 1.001 a 2.000 ;2010;116.050
11 Extremadura;De 1.001 a 2.000 ;2009;120.189
11 Extremadura;De 1.001 a 2.000 ;2008;118.800
11 Extremadura;De 1.001 a 2.000 ;2007;120.863
11 Extremadura;De 1.001 a 2.000 ;2006;121.219
11 Extremadura;De 1.001 a 2.000 ;2005;122.219
11 Extremadura;De 1.001 a 2.000 ;2004;123.207
11 Extremadura;De 1.001 a 2.000 ;2003;125.032
11 Extremadura;De 1.001 a 2.000 ;2002;125.561
11 Extremadura;De 1.001 a 2.000 ;2001;132.002
11 Extremadura;De 1.001 a 2.000 ;2000;125.746
11 Extremadura;De 1.001 a 2.000 ;1999;126.811
11 Extremadura;De 1.001 a 2.000 ;1998;124.138
11 Extremadura;De 1.001 a 2.000 ;1997;""
11 Extremadura;De 1.001 a 2.000 ;1996;124.417
11 Extremadura;De 2.001 a 5.000 ;2021;164.877
11 Extremadura;De 2.001 a 5.000 ;2020;169.529
11 Extremadura;De 2.001 a 5.000 ;2019;170.596
11 Extremadura;De 2.001 a 5.000 ;2018;178.320
11 Extremadura;De 2.001 a 5.000 ;2017;172.127
11 Extremadura;De 2.001 a 5.000 ;2016;176.041
11 Extremadura;De 2.001 a 5.000 ;2015;183.592
11 Extremadura;De 2.001 a 5.000 ;2014;174.920
11 Extremadura;De 2.001 a 5.000 ;2013;176.450
11 Extremadura;De 2.001 a 5.000 ;2012;182.292
11 Extremadura;De 2.001 a 5.000 ;2011;185.909
11 Extremadura;De 2.001 a 5.000 ;2010;181.385
11 Extremadura;De 2.001 a 5.000 ;2009;179.361
11 Extremadura;De 2.001 a 5.000 ;2008;181.527
11 Extremadura;De 2.001 a 5.000 ;2007;181.136
11 Extremadura;De 2.001 a 5.000 ;2006;183.106
11 Extremadura;De 2.001 a 5.000 ;2005;183.535
11 Extremadura;De 2.001 a 5.000 ;2004;188.205
11 Extremadura;De 2.001 a 5.000 ;2003;186.232
11 Extremadura;De 2.001 a 5.000 ;2002;192.599
11 Extremadura;De 2.001 a 5.000 ;2001;192.066
11 Extremadura;De 2.001 a 5.000 ;2000;196.457
11 Extremadura;De 2.001 a 5.000 ;1999;198.451
11 Extremadura;De 2.001 a 5.000 ;1998;198.708
11 Extremadura;De 2.001 a 5.000 ;1997;""
11 Extremadura;De 2.001 a 5.000 ;1996;201.465
11 Extremadura;De 5.001 a 10.000 ;2021;143.821
11 Extremadura;De 5.001 a 10.000 ;2020;144.589
11 Extremadura;De 5.001 a 10.000 ;2019;145.461
11 Extremadura;De 5.001 a 10.000 ;2018;146.320
11 Extremadura;De 5.001 a 10.000 ;2017;157.399
11 Extremadura;De 5.001 a 10.000 ;2016;158.927
11 Extremadura;De 5.001 a 10.000 ;2015;160.843
11 Extremadura;De 5.001 a 10.000 ;2014;162.076
11 Extremadura;De 5.001 a 10.000 ;2013;163.390
11 Extremadura;De 5.001 a 10.000 ;2012;160.257
11 Extremadura;De 5.001 a 10.000 ;2011;165.710
11 Extremadura;De 5.001 a 10.000 ;2010;171.284
11 Extremadura;De 5.001 a 10.000 ;2009;161.878
11 Extremadura;De 5.001 a 10.000 ;2008;162.013
11 Extremadura;De 5.001 a 10.000 ;2007;171.887
11 Extremadura;De 5.001 a 10.000 ;2006;161.751
11 Extremadura;De 5.001 a 10.000 ;2005;162.033
11 Extremadura;De 5.001 a 10.000 ;2004;166.003
11 Extremadura;De 5.001 a 10.000 ;2003;171.058
11 Extremadura;De 5.001 a 10.000 ;2002;171.210
11 Extremadura;De 5.001 a 10.000 ;2001;171.228
11 Extremadura;De 5.001 a 10.000 ;2000;180.236
11 Extremadura;De 5.001 a 10.000 ;1999;186.873
11 Extremadura;De 5.001 a 10.000 ;1998;189.971
11 Extremadura;De 5.001 a 10.000 ;1997;""
11 Extremadura;De 5.001 a 10.000 ;1996;197.892
11 Extremadura;De 10.001 a 20.000 ;2021;86.014
11 Extremadura;De 10.001 a 20.000 ;2020;86.428
11 Extremadura;De 10.001 a 20.000 ;2019;86.659
11 Extremadura;De 10.001 a 20.000 ;2018;87.003
11 Extremadura;De 10.001 a 20.000 ;2017;87.588
11 Extremadura;De 10.001 a 20.000 ;2016;87.918
11 Extremadura;De 10.001 a 20.000 ;2015;88.111
11 Extremadura;De 10.001 a 20.000 ;2014;98.462
11 Extremadura;De 10.001 a 20.000 ;2013;98.699
11 Extremadura;De 10.001 a 20.000 ;2012;98.941
11 Extremadura;De 10.001 a 20.000 ;2011;98.791
11 Extremadura;De 10.001 a 20.000 ;2010;98.478
11 Extremadura;De 10.001 a 20.000 ;2009;108.567
11 Extremadura;De 10.001 a 20.000 ;2008;107.595
11 Extremadura;De 10.001 a 20.000 ;2007;96.310
11 Extremadura;De 10.001 a 20.000 ;2006;106.460
11 Extremadura;De 10.001 a 20.000 ;2005;106.025
11 Extremadura;De 10.001 a 20.000 ;2004;94.638
11 Extremadura;De 10.001 a 20.000 ;2003;93.649
11 Extremadura;De 10.001 a 20.000 ;2002;92.498
11 Extremadura;De 10.001 a 20.000 ;2001;91.764
11 Extremadura;De 10.001 a 20.000 ;2000;81.096
11 Extremadura;De 10.001 a 20.000 ;1999;80.203
11 Extremadura;De 10.001 a 20.000 ;1998;80.186
11 Extremadura;De 10.001 a 20.000 ;1997;""
11 Extremadura;De 10.001 a 20.000 ;1996;80.973
11 Extremadura;De 20.001 a 50.000 ;2021;136.411
11 Extremadura;De 20.001 a 50.000 ;2020;136.751
11 Extremadura;De 20.001 a 50.000 ;2019;136.205
11 Extremadura;De 20.001 a 50.000 ;2018;136.378
11 Extremadura;De 20.001 a 50.000 ;2017;136.706
11 Extremadura;De 20.001 a 50.000 ;2016;138.173
11 Extremadura;De 20.001 a 50.000 ;2015;138.012
11 Extremadura;De 20.001 a 50.000 ;2014;139.018
11 Extremadura;De 20.001 a 50.000 ;2013;139.454
11 Extremadura;De 20.001 a 50.000 ;2012;138.815
11 Extremadura;De 20.001 a 50.000 ;2011;138.447
11 Extremadura;De 20.001 a 50.000 ;2010;137.760
11 Extremadura;De 20.001 a 50.000 ;2009;136.365
11 Extremadura;De 20.001 a 50.000 ;2008;134.192
11 Extremadura;De 20.001 a 50.000 ;2007;130.912
11 Extremadura;De 20.001 a 50.000 ;2006;129.509
11 Extremadura;De 20.001 a 50.000 ;2005;127.590
11 Extremadura;De 20.001 a 50.000 ;2004;125.221
11 Extremadura;De 20.001 a 50.000 ;2003;123.851
11 Extremadura;De 20.001 a 50.000 ;2002;122.739
11 Extremadura;De 20.001 a 50.000 ;2001;122.108
11 Extremadura;De 20.001 a 50.000 ;2000;119.957
11 Extremadura;De 20.001 a 50.000 ;1999;119.103
11 Extremadura;De 20.001 a 50.000 ;1998;119.003
11 Extremadura;De 20.001 a 50.000 ;1997;""
11 Extremadura;De 20.001 a 50.000 ;1996;119.363
11 Extremadura;De 50.001 a 100.000 ;2021;154.842
11 Extremadura;De 50.001 a 100.000 ;2020;155.803
11 Extremadura;De 50.001 a 100.000 ;2019;155.461
11 Extremadura;De 50.001 a 100.000 ;2018;155.420
11 Extremadura;De 50.001 a 100.000 ;2017;155.104
11 Extremadura;De 50.001 a 100.000 ;2016;154.988
11 Extremadura;De 50.001 a 100.000 ;2015;154.588
11 Extremadura;De 50.001 a 100.000 ;2014;154.840
11 Extremadura;De 50.001 a 100.000 ;2013;154.974
11 Extremadura;De 50.001 a 100.000 ;2012;153.832
11 Extremadura;De 50.001 a 100.000 ;2011;152.823
11 Extremadura;De 50.001 a 100.000 ;2010;151.306
11 Extremadura;De 50.001 a 100.000 ;2009;149.526
11 Extremadura;De 50.001 a 100.000 ;2008;147.755
11 Extremadura;De 50.001 a 100.000 ;2007;145.696
11 Extremadura;De 50.001 a 100.000 ;2006;144.133
11 Extremadura;De 50.001 a 100.000 ;2005;142.118
11 Extremadura;De 50.001 a 100.000 ;2004;140.445
11 Extremadura;De 50.001 a 100.000 ;2003;139.198
11 Extremadura;De 50.001 a 100.000 ;2002;135.219
11 Extremadura;De 50.001 a 100.000 ;2001;133.090
11 Extremadura;De 50.001 a 100.000 ;2000;132.713
11 Extremadura;De 50.001 a 100.000 ;1999;129.001
11 Extremadura;De 50.001 a 100.000 ;1998;129.085
11 Extremadura;De 50.001 a 100.000 ;1997;""
11 Extremadura;De 50.001 a 100.000 ;1996;129.598
11 Extremadura;De 100.001 a 500.000 ;2021;150.610
11 Extremadura;De 100.001 a 500.000 ;2020;150.984
11 Extremadura;De 100.001 a 500.000 ;2019;150.702
11 Extremadura;De 100.001 a 500.000 ;2018;150.530
11 Extremadura;De 100.001 a 500.000 ;2017;150.543
11 Extremadura;De 100.001 a 500.000 ;2016;149.946
11 Extremadura;De 100.001 a 500.000 ;2015;149.892
11 Extremadura;De 100.001 a 500.000 ;2014;150.517
11 Extremadura;De 100.001 a 500.000 ;2013;150.621
11 Extremadura;De 100.001 a 500.000 ;2012;152.270
11 Extremadura;De 100.001 a 500.000 ;2011;151.565
11 Extremadura;De 100.001 a 500.000 ;2010;150.376
11 Extremadura;De 100.001 a 500.000 ;2009;148.334
11 Extremadura;De 100.001 a 500.000 ;2008;146.832
11 Extremadura;De 100.001 a 500.000 ;2007;145.257
11 Extremadura;De 100.001 a 500.000 ;2006;143.748
11 Extremadura;De 100.001 a 500.000 ;2005;143.019
11 Extremadura;De 100.001 a 500.000 ;2004;139.135
11 Extremadura;De 100.001 a 500.000 ;2003;138.415
11 Extremadura;De 100.001 a 500.000 ;2002;136.851
11 Extremadura;De 100.001 a 500.000 ;2001;136.319
11 Extremadura;De 100.001 a 500.000 ;2000;136.136
11 Extremadura;De 100.001 a 500.000 ;1999;136.613
11 Extremadura;De 100.001 a 500.000 ;1998;134.710
11 Extremadura;De 100.001 a 500.000 ;1997;""
11 Extremadura;De 100.001 a 500.000 ;1996;122.510
11 Extremadura;Más de 500.000 ;2021;0
11 Extremadura;Más de 500.000 ;2020;0
11 Extremadura;Más de 500.000 ;2019;0
11 Extremadura;Más de 500.000 ;2018;0
